name,tags,description
delapouite/table,household wood,"A table is an essential furniture in a kitchen to have a meal, work or play a board game."
delapouite/tabletop-players,board body,2 people playing a board game around a table.
delapouite/tacos,food mexico,Mexican wrap with hot chili.
delapouite/tadpole,fish reptile,A small amphibian larva that will soon grow into a frog.
delapouite/take-my-money,hand money,A handful of cash ready to compulsively buy an expensive thing. The wallet looks empty afterwards.
delapouite/tall-bridge,bridge sea,A long concrete road across a river or an estuary.
delapouite/tambourine,sound,This moon-shaped hand-drum has small cymbals to produce a metallic sound.
delapouite/tangerine,food fruit,"A small version of an orange, a cousin of mandarine."
delapouite/tanzania,map,Country of South East Africa. Its capital is Dodoma.
delapouite/tap,household liquid,Where you connect the hose to provide water when open or simply drink in the kitchen.
delapouite/target-prize,arrow rank,"At the end of the competition, a trophy is the final stage."
delapouite/taurus,symbol,Bull star constellation - Zodiacal sign from April to May
delapouite/teacher,action body rank,"This trainer shares knowledge to students using a blackboard in a school classroom.
Education by a good professor is the key to wisdom."
delapouite/team-downgrade,board body rank,The members of this group have less power than before. Next year they'll join the second league.
delapouite/team-idea,action,A light-bulb appears during a shared intuition.
delapouite/team-upgrade,board body rank,The members of this group just gain extra values. They have increased their abilities.
delapouite/teapot-leaves,kitchenware liquid ninja,This kettle contains a hot liquid preparation made of smashed tea from Asia and poured into small rounded cups.
delapouite/tee-pipe,building,A junction made by a plumber in a pipeline to split the flux.
delapouite/templar-shield,cross shield,To protect knights going on a crusade.
delapouite/temple-door,door,"Behind the veil, a dark chamber full of treasures and secrets. No need for a key to penetrate this ancient tomb."
delapouite/temporary-shield,shield time,Only a few minutes remain until the defense is down. This protective period should be enough to handle the attack.
delapouite/tennis-ball,ball sport,From side to the other one at Roland Garros.
delapouite/tennis-court,sport,A clay field to play tennis during Roland Garros. It's not as big as a stadium and the audience must remain silent.
delapouite/tennis-racket,sport,To exchange balls during a match Wembley or Roland Garros.
delapouite/tentacles-barrier,tentacle trap,Three tentacles acting like an obstacle in a corridor.
delapouite/texas,map western,"Big American state on the Mexico border, with Dallas and Houston as main cities."
delapouite/theater-curtains,building cinema circus door,An empty stage without spotlights nor actors.
delapouite/thermometer-cold,ice sky,When the temperature drops under zero degree celcius and nature starts freezing.
delapouite/thermometer-hot,star sky,When the temperature gets quite high and water starts to boil.
delapouite/think,action head state,"When there's a hard decision to be made, all ideas are good to analyse."
delapouite/thor-hammer,hammer tool viking weapon,A heavy blocky war-hammer that can only be lifted by the old god himself to smash enemies.
delapouite/three-friends,body sport,A solid friendship between team members celebrating a happy reunion moment.
delapouite/throne-king,body hat,A mighty ruler and his crown sitting firmly on a decorated chair in the royal hall.
delapouite/throwing-ball,action ball sport,A handball player about to score a goal with its projectile.
delapouite/thrust-bend,arrow,"A curved trajectory, like the path of a Frisbee going bach to its point of origin."
delapouite/thumb-down,gui hand,"Sign of disapproval, when you dislike something."
delapouite/thumb-up,gui hand,"Sign of approval, when you like something or to confirm that everything is under control."
delapouite/thwomp,creature spike stone super-mario,A grumpy block ready to flatten everything passing by.
delapouite/tiara,hat jewellery,The light crown of a queen or a princess.
delapouite/tic-tac-toe,board toy,"Align 3 crosses or circles horizontally, vertically or in diagonal to win the game."
delapouite/ticket,book cinema circus money sport,A small piece of paper proving that you purchase your right to be in the audience of a show.
delapouite/tie,clothing,"A cravat, piece of tissue around the neck to look bossy."
delapouite/tiger-head,animal circus mammal,The striped cousin of the Lion is also very fierce.
delapouite/tiger,animal mammal,Big cat with stripes.
delapouite/tightrope,bridge body circus sport,A good balance is needed during funambulism exhibitions. This person is an expert in agility and nimbleness.
delapouite/time-synchronization,time,"The watches need a common point of reference to keep track of time.
Hours and minutes are up to date."
delapouite/tipi,building western,"An Amerindian tent, maybe the house of Tikotep."
delapouite/tire-tracks,police vehicle,Fresh threads in the mud or in the snow can lead to the driver who created an accident.
delapouite/toaster,food household kitchenware,Don't burn toasts if you want to put butter or jam on them during breakfast.
delapouite/toggles,gui,"Some settings are enabled, meanwhile others are deactivated."
delapouite/token,board money,A thick coin that may be used during exchange between players at a casino table.
delapouite/tomahawk,axe weapon western,A single handed hatchet from Native North American tribes that may also be used a pipe.
delapouite/tomato,food fruit,A red fruit used a lot to make pasta sauce or ketchup.
delapouite/tongue,mouth,Big closed lips with a pending tongue ready to lick a lollipop with stick saliva.
delapouite/toolbox,container tool,This wooden box has a handle to carry hammers and screwdrivers.
delapouite/torch,fire light,An inflamed stick to illuminate dark dungeons and lead lost people to the surface if they choose the right direction.
delapouite/torpedo,bomb sea weapon world-wars,Underwater missile to attack ships and submarines.
delapouite/tortoise,animal reptile super-mario,A slow and old land turtle that lives in its shell.
delapouite/totem,western wood,Native Americans sacred pillar celebrated during ceremonies.
delapouite/toucan,animal bird,Colourful tropical bird with a long and heavy beak.
delapouite/tower-bridge,bridge steampunk,London iconic bridge over the Thames river.
delapouite/tower-flag,building flag,The white flag floating above this castle indicates that the siege is finished and the defender surrenders.
delapouite/toy-mallet,hammer tool toy,A bouncy hammer for kids or jokers made of squeaky plastic.
delapouite/tracked-robot,vehicle robot,"Thanks to its tank treads, it can find a way on rough terrain with the ground is covered with sand or stones."
delapouite/traffic-cone,building,Used to indicate roadworks or the VLC logo.
delapouite/traffic-lights-green,light vehicle,Indicators regulating traffic at road intersections. The green light at the bottoms means that you're good to go.
delapouite/traffic-lights-orange,light vehicle,Indicators regulating traffic at road intersections. The orange (or yellow) light in the middle means that the light is about to go red. Prepare to stop!
delapouite/traffic-lights-ready-to-go,light vehicle,Indicators regulating traffic at road intersections. Prepare to go!
delapouite/traffic-lights-red,light police vehicle,Indicators regulating traffic at road intersections. The red light at the top means that stopping is mandatory.
delapouite/trail,map nature,"The path is pretty clear, just have to follow the direction pointed by the sign."
delapouite/transform,gui symbol,"Interpolation between shapes, from a disc to a square."
delapouite/trash-can,gui household,Recycle bin to throw away things to the garbage.
delapouite/travel-dress,clothing,This long dress is perfect for a long journey on a horse back.
delapouite/trebuchet,machine vehicle,"A huge siege machine, like a tall catapult, used to destroy enemy walls."
delapouite/tree-beehive,insect wood,"Natural house of bees in nature, like a small honey factory suspended to tree branches."
delapouite/tree-door,door lock wood,"Deep in the forest, this is an entrance to the world of elves."
delapouite/tree-growth,arrow wood,"A forest, getting taller and taller."
delapouite/tree-roots,wood,"Below the stump, powerful roots keep the trunk in place when the wind blows too much."
delapouite/tree-swing,toy wood,An oscillating plank for amused kids in gardens.
delapouite/triangle-target,gui target,Predator hunters may like this kind of shape to kill targets.
delapouite/tribal-pendant,jewellery spike stone-age string,A doomed necklace made from animal horns and teeth. It may belong to a shaman or a war chief.
delapouite/triceratops-head,reptile spike,This herbivore dinosaur did not go extinct because of its three massive horns and beak protecting its skull.
delapouite/trident-shield,shield spike,This protective plate belongs to a marine faction dedicated to Poseidon.
delapouite/triforce,symbol zelda,"Triangles combined into a relics from the gods : wisdom, power and courage."
delapouite/trinacria,greek-roman symbol,"Symbol made of 3 legs, found on the flag of Sicily in Italy."
delapouite/triple-gate,building door,Three doors leading inside a huge hall.
delapouite/triquetra,celtic symbol,Trinity knot found in Celtic ceremonies.
delapouite/trireme,boat egypt greek-roman sea,An ancient Roman or Greek war galley with three banks of oars and two big sails.
delapouite/troglodyte,creature spike,A blind worm with limbs covered with skipes which lives underground.
delapouite/trojan-horse,animal greek-roman machine toy trap vehicle,Huge wooden decoy used by the Greeks to capture the city of Troy.
delapouite/trophies-shelf,rank sport,"After years of competition, all cups are displayed in the victory hall."
delapouite/trophy-cup,rank sport,The highest prize in case of victory during a competition. Winning this award is a form a recognition.
delapouite/tropical-fish,australia fish,A colorful fish living in warm seas near reefs.
delapouite/trowel,tool,To lay bricks and spread cement.
delapouite/truck,vehicle,A lorry to convey heavy cargo.
delapouite/trumpet-flag,flag sound,A house banner ready to ring the bugle call.
delapouite/trumpet,mexico sound,A wind instrument used in jazz bands along saxophones or in the army to call for arms.
delapouite/trunk-mushroom,mushroom wood,A huge piece of fungi looking like a tree parasite.
delapouite/tumbleweed,plant western,A ball of bush branches bouncing in the desert's wind.
delapouite/turban,hat,Indian headwear composed of winding cloth and sometimes a feather.
delapouite/turbine,machine vehicle,This massive fan is the engine of a plane.
delapouite/turnstile,door,This small barrier prevent people from entering the metro stations without a valid ticket.
delapouite/tusks-flag,flag spike stone-age,At the entry of a village or in war camp to warn about the owner of this territory.
delapouite/tv-remote,electronic,To switch channels and binge from show to show all day long without living the couch.
delapouite/tv-tower,building,Ball at the summit of the TV Tower in Alexanderplatz in Berlin.
delapouite/tv,cinema electronic household machine,"Television screen to receive broadcast show or watch a movie. Nowadays, hundreds of channels are available and the resolution is in high definition."
delapouite/two-coins,board money,These gold tokens may be exchanged with bank notes.
delapouite/two-handed-sword,blade,A long hilt offers a firm grip for two gauntlets needing to battle with this thin blade.
delapouite/udder,animal farm food mammal,Milk a cow several times a day to pour the precious and creamy white liquid you need to make butter.
delapouite/ufo,science-fiction space vehicle,Alien flying saucer with a light beam. This spaceship will try to capture subjects from our planet for various experimentations while avoiding camera footages.
delapouite/uluru,australia nature stone,"The biggest rock on Earth, in the middle of the Australian desert. Also called Ayer's Rock."
delapouite/umbrella-bayonet,blade steampunk weapon,A deadly blade hidden in the tip of a innocent object.
delapouite/unbalanced,gui,A square box and a ball which do not weight the same.
delapouite/underwear-shorts,clothing,To be worn under trousers or sometimes as a swimming suit.
delapouite/underwear,clothing,To protect sensible parts of the body from the cold.
delapouite/unicorn,creature mammal,Mystical horse with a unique horn that farts rainbows and has multicolor hairs and tail.
delapouite/unicycle,circus vehicle,"A bike with only one wheel, so balance is the key to drive it without falling."
delapouite/union-jack,cross flag world-wars,"United kingdom flag, a mix of England, Scotland and Wales."
delapouite/up-card,arrow board rank,Reveal what's hidden on the opposite side of this card in a quick movement in the air.
delapouite/upgrade,arrow rank,"With this update, a threshold is reached and it's time to level up: selected abilities will be increased with experience points."
delapouite/uprising,action body,"An angry mob on a strike with pitchforks. During revolutions, the crowd can get very violent against authorities."
delapouite/ursa-major,space star,The great bear constellation shining in the night sky.
delapouite/uruguay,map,South American country located near Brazil and separated from Argentina by el Rio de la Plata.
delapouite/usa-flag,flag star western world-wars,13 stripes and 50 stars for each state in the true version.
delapouite/usb-key,electronic,External memory stick to store important data if you manage to plug in the right way on the first try.
delapouite/ushanka,hat star,This fur hat protects from the Siberian cold and snow.
delapouite/uzi,gun weapon,Small Israeli submachine gun with a high firing rate.
delapouite/vacuum-cleaner,household machine,A loud carpet sucker to turn a dirty floor into a shiny deck with no dust in sight.
delapouite/valve,liquid machine,A big tape to regulate the flow inside a pipe.
delapouite/vampire-cape,body clothing vampire,A long dark cloak that may be deployed in wings or some kind of light glider device.
delapouite/vampire-dracula,creature head medieval-fantasy vampire,A bloodthirsty monster who feeds with blood and sleep in a coffin to avoid deadly sunlight.
delapouite/van-damme-split,body ninja sport,Signature move of the famous action movie star. It requires years of training to reach this level of flexibility and be a ki master.
delapouite/velocipede,circus steampunk vehicle,Old bike with a big wheel on the front.
delapouite/velociraptor-tracks,boot claw reptile,Archaeologists often find dinosaur bones. But sometimes they stumble upon tracks in the mud.
delapouite/velociraptor,reptile,Very clever dinosaur that can run very quickly and hunt larger prey in pack.
delapouite/vending-machine,food machine,"A distributor of snacks, chocolate bars, candies and sodas.
It's a perfect fridge-like appliance for waiting-rooms."
delapouite/venezuela,map,Country of South America with Caracas as capital.
delapouite/venus-of-willendorf,body statue stone stone-age symbol,A statue representing women and fertility in old beliefs.
delapouite/vertical-banner,flag,This straight and abrupt piece of slightly decorated tissue can serve as a rally point.
delapouite/vertical-flip,arrow gui,Mirror effect on the y axis.
delapouite/vibrating-shield,shield,"Reverberations spreading from this simple shield, can form a defensive echo."
delapouite/vibrating-smartphone,electronic gui,This phone is silently ringing.
delapouite/video-camera,cinema electronic gui,Professional movie recorder that lets directors capture movies on film to later project them in theaters.
delapouite/video-conference,electronic machine,Discussion on a computer over the internet through a microphone and a webcam.
delapouite/viking-church,building civilization viking,This magnificent building is only made of wood and welcome celebrations of Thor or Odin.
delapouite/viking-head,head viking,A bearded Nordic man from Europe staring at a looting invasion in Normandy during the Middle Ages.
delapouite/viking-helmet,hat viking,"Two horns on each side of this metal cap, is a metaphorical way to represent the warrior of these north tribes."
delapouite/viking-longhouse,building viking,Nordic habitation made of thick timber large enough to hold a town council. Some of these houses were converted in temple to pray the old Scandinavian gods.
delapouite/viking-shield,shield viking wood,"Round wooden plate with metal circles to reinforce the edge. A Viking soldier can use his shield as a barrier against extreme winter conditions, such as blizzard or snow storms."
delapouite/village,building civilization,"Settlement of few houses, a small town. If more buildings are constructed it will turn into a proper city."
delapouite/virgo,symbol,Maiden star constellation - Zodiacal sign from August to September
delapouite/virtual-marker,target symbol,An electronic detector has found an unusual beacon emitting radiation in a nearby building.
delapouite/vitruvian-man,body,A famous drawing by Leonardo da Vinci to illustrate that human body proportions fit into both a circle and a square.
delapouite/volleyball-ball,ball sport,Smash over the net to score points if the opponent can't receive it correctly.
delapouite/vote,action container,During an election you need to decider the candidate you want to endorse.
delapouite/vr-headset,electronic mask video-game,A binocular helmet to jump into virtual reality worlds.
delapouite/vuvuzelas,sound sport,Noisy trumpets used in South African stadium during soccer matches.
delapouite/walk,action body,"To stroll on the pavement, calmly exploring the surroundings."
delapouite/walkie-talkie,electronic police sound,"Communication device, short distance telephones. Conversations can be intercepted by tuning on the right channel."
delapouite/walking-scout,robot science-fiction vehicle,A tall robot with machine guns on each side. It can climb slopes and run long distances.
delapouite/walking-turret,machine robot weapon,An automatic sentry tower that can move along short distances.
delapouite/wall-light,france light steampunk,A gas lamp from the victorian era.
delapouite/wallet,gui money,"A few credit cards, bank notes and probably a driver license."
delapouite/walrus-head,mammal viking,"A large marine animal living in cold areas of the globe and well know for its saber tooth and bushy mustache.
The walrus important size is often deterrent for polar bears."
delapouite/wanted-reward,symbol western,This gangster must be found dead or alive to get the prize.
delapouite/war-axe,axe viking weapon,"Judging from the dents, this decorated axe may belong to a strong warrior who survives many battles."
delapouite/war-bonnet,hat western wing,A magnificent headgear made of feathers and ribbons worn by Native Americans chiefs.
delapouite/war-pick,tool weapon,This pickaxe is not used by miners but by warriors who enjoy denting other people skulls.
delapouite/warlock-eye,eye symbol,"A daemon symbol, a mark no ones want to find."
delapouite/warlock-hood,hat head medieval-fantasy,Lots of mysteries in this nebulous face where aging seems controlled by dark magic.
delapouite/warp-pipe,building super-mario,To conduct plumbers to special areas.
delapouite/watch,electronic time,"Hours and minutes directly on the wrist. While practicing sports, some can be used as a stopwatch."
delapouite/watchtower,building wood,"A tall outpost to guard surroundings. On top of this high tower, incoming danger is more visible."
delapouite/water-bottle,bottle liquid,A 1 liter of spring water to drink.
delapouite/water-diviner-stick,liquid wood,A simple wooden staff that can detect underground springs to build a well and extract water.
delapouite/water-flask,bottle,This recipient is useful to carry precious water to drink during a long journey.
delapouite/water-fountain,building greek-roman liquid,Ornamental pump in the center of town squares. Very refreshing during hot summers.
delapouite/water-gallon,bottle liquid,"A huge container of fresh water to plug into an office fountain.
During coffee brakes, employees gather around this modern totem."
delapouite/water-gun,gun liquid toy,This fake gun is filled with water or paint. Kids love it during summer battles.
delapouite/water-polo,ball sport,Aquatic ball sport in a swimming pool.
delapouite/water-recycling,liquid,The water goes through a cleaning process before being released back to the nature.
delapouite/water-tank,building farm liquid,A reservoir distributing water trough pipes in a small town.
delapouite/waterfall,liquid nature,A river dropping from a cliff like in Niagara or Iguazu.
delapouite/watering-can,container farm liquid tool,To shower flowers in the garden.
delapouite/watermelon,fruit,A juicy ball with stripes full of water and sugar. Beware of the see while eating its flesh.
delapouite/wave-surfer,australia sea sport,This cool dude is chilling in the ocean on his surf board.
delapouite/wax-tablet,book greek-roman stone,A writing surface used in Antiquity more robust that normal paper but needing a stylus to be engraved.
delapouite/weight-lifting-down,body sport,All muscles ready for the effort… now it's time to impress other body builders in the gym.
delapouite/weight-lifting-up,body sport,Strength and mental are the key to the discipline if you want big muscles.
delapouite/weight,tool,"A heavy block of metal to measure gravity attraction.
The unit can be in kilogram if it follows the metric system or in pounds."
delapouite/well,building farm liquid,A deep pit with water at the bottom that you need to collect with a bucket attached to a long rope.
delapouite/western-hat,hat western,Cowboy's protection from the hot sun of American deserts during long horse rides.
delapouite/whale-tail,animal fish mammal sea,"Whales swim back to the surface of the ocean to breath and when they dive down, they produce a big splash with their tail."
delapouite/wheelbarrow,building farm tool,Carry concrete or dirt around the garden during houses constructions.
delapouite/whisk,kitchenware,Let's prepare some tasty mayonnaise with this tool that needs to be agitated.
delapouite/whistle,police sound sport,Produce a strident sound. Used by referees to signal penalties or end of games.
delapouite/wifi-router,electronic household,To connect the devices of your home network to the Internet.
delapouite/wind-turbine,building energy machine,A modern wind mill to turn infinite supply of atmosphere moves into renewable green energy.
delapouite/windmill,building farm,This mill uses the wind to crush cereals and produce flour.
delapouite/window-bars,building door police,"In a prison cell, there should be no way to escape even if you have a sharp file."
delapouite/window,building glass household,"Open the curtains, then the window and finally the shutters to breath the fresh air coming into the room."
delapouite/windpump,building farm western,"This thin tower extracts water from the soil using a wind powered pump.
The irrigation system can then provide energy to crops and farm animals."
delapouite/windsock,sky,"A stripped tube to see the wind direction and intensity in airports.
In case of storm the cone floats horizontally."
delapouite/wine-bottle,bottle food france glass,"This red wine is made of grapes coming from the best French vineyards near Bordeaux.
A corkscrew is mandatory to open it."
delapouite/winged-scepter,weapon wing,"This expensive staff belongs to a monarch who lives in a floating castle, high in the sky."
delapouite/winter-gloves,clothing hand ice,To keep the hands warm when playing with the cold snow.
delapouite/winter-hat,clothing hat ice,A beanie to keep the head warm in the cold blizzard.
delapouite/wire-coil,metal string,A string of metal to build electrical circuits.
delapouite/wireframe-globe,ball gui map,The meridians of a planet to get the right coordinates.
delapouite/wisdom,body state,A scholar with a long beard and infinite knowledge.
delapouite/wizard-face,head medieval-fantasy,"An old white magician hidden under the shadow of his hat and his thick beard.
A sorcerer like this can summon powerful magic entities and spirit avatars."
delapouite/woman-elf-face,head medieval-fantasy,Immortal being living in harmony with the forest.
delapouite/wood-beam,wood,Thick plank to build a house frame.
delapouite/wood-cabin,building wood,Cosy lumberjack habitation in the forest with everything needed to tame the wilderness.
delapouite/wood-canoe,boat stone-age wood,A small boat to go across a river and catch fish.
delapouite/wood-club,spike stone-age weapon wood,A prehistorical heavy piece of tree to smash mammoth heads in a fierce but uncontrolled blow.
delapouite/wood-pile,catan wood,Branches and small trunks gathered in a forest by a lumberjack to be used as fuel for a fire.
delapouite/wood-stick,plant stone-age wood,A twig with no leaves left. May be used to start a fire.
delapouite/wooden-chair,household,A stable seat to play board games during long sessions. Or have a lunch around a table.
delapouite/wooden-clogs,boot farm wood,Hard shoes carved from wood used in old times.
delapouite/wooden-crate,block container wood,This kind of box is kept in storehouses before being used to transport things over long distances.
delapouite/wooden-pegleg,boot pirate wood,The original member must have been eaten by a shark. Now the limb of the pirate has been replaced by a piece of the mast.
delapouite/wooden-pier,bridge sea wood,"A long old wharf on the seashore to fish or watching the ocean horizon. Can be used as a small harbor, to attach boats with ropes."
delapouite/wool,animal clothing string,A yarn of Long strings of fibers made from sheep fur and used to weave warm clothes like shirts or pants.
delapouite/worms,animal,Maggots leaving underground and good bait for fishing.
delapouite/xylophone,sound toy,A music instrument with sticks hitting wooden plates often used to produce childish melodies.
delapouite/yarn,animal clothing string,A thread tied in a knot.
delapouite/yin-yang,ball ninja symbol,An Asian precept advocating the right balance between light and dark forces in life.
delapouite/z-brick,block,
delapouite/zat-gun,egypt gun science-fiction weapon,"Laser gun in a cobra shape used by alien civilizations.
Some versions only shot a bolt to temporarily stun a guard."
delapouite/zigzag-hieroglyph,egypt symbol,Two waves of water to depict the fertility of the Nile river.
delapouite/zipper,clothing lock metal,Metal piece on a jacket or on pants to close two distant parts in a quick gesture.
faithtoken/card-discard,board hand,Disposal of a card. Other players may be able to freely pick it afterwards to improve their deck.
faithtoken/card-draw,arrow board,Grab the card on top of the stack.
faithtoken/card-pick,board,Pick the right card depending of your overall strategy.
faithtoken/card-random,board,"Don't choose yourself, just let the destiny do its job and hope for the best outcome, if the deck was shuffled enough."
faithtoken/dragon-head,creature reptile skull super-mario,No more breathing fire from this gigantic lifeless skull which looks like a quiet crocodile.
faithtoken/forward-sun,arrow,Switch the star in the right direction.
faithtoken/minerals,mineral,Crystals or emeralds ready to be mined.
faithtoken/nautilus-shell,sea shell,A marine mollusc often considered a living fossils.
faithtoken/ninja-star,ninja star weapon,A metal blade spinning like a boomerang with no return. It's sharp enough to remain stuck in the target.
faithtoken/ore,mineral stone,"Precious resource harvested in the deep of mines. It can be gold, emeralds or even opals."
felbrigg/dodge,arrow,Avoiding an obstacle on a windy road with a smooth curved trajectory and no collision.
felbrigg/overhead,arrow,Move vertically from top around an invisible axis.
felbrigg/sideswipe,arrow,Sliding move from right to left.
felbrigg/thrust,arrow rank,"Go ahead, full power."
felbrigg/underhand,arrow,Move from above.
generalace135/fingers-crossed,hand,Sign of superstition when you hope for good luck.
generalace135/shepherds-crook,weapon tool,A wooden stick used to show the way to sheep.
guard13007/pause-button,gui,To temporally stop a music or a movie.
guard13007/play-button,gui,To start the listening of a tune or a video.
guard13007/soda-can,bottle food,A tin can with sparkling and sugary beverage to drink with another piece of junk food like burgers.
heavenly-dog/catapult,greek-roman machine,Medieval war machine throwing heavy rocks or dead bodies to destroy fortresses walls.
heavenly-dog/defensive-wall,building stone,"Thick castle wall very hard to climb upon or destroy, except if you attack it
with something like a trebuchet."
irongamer/armored-pants,armor clothing,Heavy trousers made of thick layers to protect the legs.
john-colburn/pistol-gun,gun police weapon zombie,"A light gun ready to fire bullets. During a pursuit, both the police and bad
guys respectively pull the trigger until there's no ammo left."
john-redman/paper,hand,A palm that can cover stones but vulnerable to small blades.
john-redman/rock,hand,"A fist that can smash metal blades, like scissors easily."
john-redman/scissors,hand,Ready to tear a paper apart during a shifumi tournament but is vulnerable to rocks.
kier-heyl/dwarf-helmet,hat medieval-fantasy,"Dwarves deserve thick helmets to protect them from falling stones while mining, especially in Moria."
kier-heyl/dwarf-king,hat medieval-fantasy,The helmet of the mine emperor with a rune at the center to show its royal rank.
kier-heyl/elf-helmet,hat medieval-fantasy,A long helm with wing-shaped protections on the side and a narrow star for the noise.
lorc/ace,board symbol toy,"Despite being situated at the beginning of the suit, it can defeat the king in a card game most of the time."
lorc/acid-blob,chemical liquid,Corrosive contact with the skin that leaves deep burning wounds and possible scars.
lorc/acorn,plant wood,"A precious collectible for squirrels who live in a oak. During autumn, these nuts cover the floor of forests."
lorc/aerial-signal,electronic gui symbol,Network reception through WIFI or BlueTooth.
lorc/aerodynamic-harpoon,arrow,A arrow head with move stripes.
lorc/aerosol,chemical smoke,A spray to tag walls and paint graphic creation in abandoned parts of cities.
lorc/afterburn,machine science-fiction sky vehicle,"A turbo propulsion to travel at high speed, breaking the wall of sound."
lorc/air-zigzag,claw blood spike,Not in a straight fashion.
lorc/alien-fire,fire,A spectral entity coming from another planet.
lorc/alien-skull,skull space,"A dead cranium with long and sharp fangs. Truth is elsewhere, on another planet."
lorc/alien-stare,head science-fiction space,Encounter of the third type when you face this monster from a distant planet of the outerspace.
lorc/all-for-one,blade weapon,"\"All for one, one for all\", a musketeers apology praising team work to defeat foes."
lorc/alligator-clip,mouth spike,A sharp plier head to clip wires and remove extraneous plastic.
lorc/ammonite-fossil,animal sea shell stone,A petrified marine creature trapped in the ocean floor. One of the first complex living organism.
lorc/ammonite,animal sea shell,A very old marine specie of mollusk which used to live in the ocean during ancient times.Nowadays it's mostly encountered as a fossil.
lorc/anatomy,anatomy body,Vital organs inside a human organism to help surgeons.
lorc/anchor,boat liquid pirate sea,"The favorite tattoo of sailors on their arms.
This huge hook of metal is attached to the floor of the sea to keep boats in stationary position."
lorc/android-mask,science-fiction mask robot,A robot face with sharp edges.
lorc/andromeda-chain,metal weapon,The favorite metal whip of one of the Zodiac Knights. It's composed of metal links connected together.
lorc/angel-outfit,wing,A holy halo above the head and strong wings in the back to be disguised as a soldier of God.
lorc/angel-wings,wing,Holy feathers to reach Paradise and fly through the clouds watching over mortals.
lorc/angler-fish,animal fish sea,"Appealing light source in the darkness of abysses.
In Donkey Kong Country 2, Glimmer the Angler Fish helps Diddy and Dixie to find their way through flooded ship wrecks."
lorc/angular-spider,animal insect,This one could fit as an emblem for a modern super hero.
lorc/animal-skull,animal skull,Angular cheekbones and spiky teeth for this bestial cranium.
lorc/ankh,cross egypt symbol,A precious artifact that fits perfectly in Lara Croft's mansion after running after it during the 4th episode of her adventures.
lorc/anthem,sound,"Hymn to rally the troops under a same nation feeling.
Crowds often intone this heroic melody to support their sport team."
lorc/anvil-impact,hammer metal tool,"A blacksmith smashing a hammer to beat hot steel in his forge to conceive blades.
In this smithy, horseshoes can also be produced."
lorc/anvil,metal tool,"Everytime you need to forge a mighty sword, a skillfull blacksmith will easily transform bare metal to the right shape."
lorc/apple-maggot,fruit insect,"This fruit is not rotten yet, but no one will ever want to take a bite at it.
The apple is soiled by a cydia worm that reveals the internals and the seed."
lorc/apple-seeds,fruit,Better remove them before eating the apple if you don't want to have a tree growing in your belly.
lorc/archery-target,sport target weapon,Aim the arrow straight to the center if you want to earn maximum points.
lorc/architect-mask,mask,Eyes wide opened and no mouth for this disturbing alien shape head.
lorc/arcing-bolt,explosion,A nice projectile curve for this ball which may finish right into the basket.
lorc/armadillo-tail,animal mammal,This heavily armoured tail could be used as a whip or a natural blade when the animal is not rolling.
lorc/armor-vest,armor,Protect your body from terrible wounds.
lorc/armoured-shell,armor shell spike,Some tailor take their inspiration from the nature in order to replicate the best it has to offer : here's the imitation of chestnut to get a harmful suit.
lorc/arrow-cluster,arrow cross,3 arrows supporting each others. Which one will be shot by the archer?
lorc/arrow-dunk,arrow,Throw an object over an obstacle.
lorc/arrow-flights,arrow,It's raining arrows.
lorc/arrow-scope,arrow police target,Find the right spot during a drone attack.
lorc/arrowed,arrow,"If Achille can endure lots of bow injuries without suffering (except in the heel as the legend tells us), that is not the case for the common warrior."
lorc/arrowhead,arrow weapon,"To aim at the right target, an arrow needs to be well balanced, with an aerodynamic shape."
lorc/arrows-shield,arrow shield,A shield must be big enough to protect all vital part of the body while traversing an arrows rain.
lorc/arson,building fire,"Flames propagate through a whole city, from house to house with only water and courage to stop them."
lorc/artificial-hive,lock symbol,An hexagonal grid like structure looking like a bee nest. Could also be a security system that requires a special key.
lorc/assassin-pocket,blade ninja,3 small daggers that can be easily hidden.
lorc/at-sea,ball liquid sea,"Sailors and members of the Navy spend their lives striding the vast oceans that cover the planet.
Beware of huge waves and high tides coming from the horizon."
lorc/atomic-slashes,spike,Slashes gravitating like electrons around a central core.
lorc/aubergine,farm fruit food plant,Purple vegetable particularly used to cook Greek moussakas. Can be called eggplant.
lorc/aura,body energy rank,A spectral energy field surrounding a living organism. This is slowly pulsating.
lorc/auto-repair,gui machine tool,"No need to go to the mechanic with this spanner which provides immediate fixes.
Just turn the wrench clockwise and the cog will fit the right position in the engine."
lorc/autogun,gun science-fiction weapon,Use a movement sensor to fire bullets to any unidentified target.
lorc/automatic-sas,symbol,Airlock door with a credential access.
lorc/awareness,state,Be one with the surrounding environment by keeping all your senses wide open.
lorc/axe-in-stump,axe farm weapon wood,Lumberjacks tool to split wood in forest.
lorc/axe-swing,axe,A large cutting movement to break a neck in one strike.
lorc/back-forth,action arrow,The way to handle rams when a gate need to be destroyed. Or can be used to swap objects during an exchange.
lorc/back-pain,body state,Time to consult a chiropractor after too much heavy lifting.
lorc/backbone-shell,bone shell,Like a rounded spine polished by water.
lorc/backstab,action body weapon,"Some people consider this attack to be a traitor's one. In the other hand, self proclaimed connoisseurs argue that it is the conclusion of the honorable silent hunt.
An art only mastered by the best spies."
